,jobTitle,meanPay,Range,company
5691,Marketing Specialist,"$65,189/yr",Range: $40K - $93K,expedia
5692,Senior Executive Assistant,"$80,278/yr",Range: $78K - $84K,expedia
5694,Windows Systems Administrator,"$90,258/yr",Range: $83K - $97K,expedia
5695,UI Developer,"$100,739/yr",Range: $97K - $105K,expedia
5696,Release Manager,"$119,479/yr",Range: $110K - $130K,expedia
5697,Business Intelligence Manager,"$110,459/yr",Range: $103K - $118K,expedia
5698,Senior Designer,"$97,251/yr",Range: $81K - $115K,expedia
5700,California,"$87,310/yr",Range: $54K - $123K,expedia
5702,IT Project Manager,"$127,065/yr",Range: $120K - $133K,expedia
5703,Technology Operations Manager,"$141,389/yr",Range: $135K - $149K,expedia
5704,Senior Process Analyst,"$90,362/yr",Range: $86K - $95K,expedia
5705,Senior Manager Analytics,"$138,855/yr",Range: $129K - $147K,expedia
5706,"Senior Director, IT","$219,168/yr",Range: $209K - $231K,expedia
5708,Site Conversion Manager,"$90,685/yr",Range: $80K - $101K,expedia
5710,Product Marketing Manager,"$106,456/yr",Range: $94K - $121K,expedia
5711,Salesforce Administrator,"$91,732/yr",Range: $80K - $103K,expedia
5712,Global Product Manager,"$110,869/yr",Range: $96K - $127K,expedia
5713,Web Producer,"$69,881/yr",Range: $59K - $80K,expedia
5715,Business Objects Developer,"$111,208/yr",Range: $98K - $126K,expedia
5716,Software Test Engineer II,"$113,693/yr",Range: $102K - $127K,expedia
5717,Training and Development Manager,"$93,994/yr",Range: $88K - $100K,expedia
5718,Principal Technical Product Manager,"$121,995/yr",Range: $79K - $169K,expedia
5719,Senior Data Engineer,"$157,630/yr",Range: $137K - $180K,expedia
5720,Clerical,"$39,713/yr",Range: $34K - $46K,expedia
5721,"Director, Communications Management","$123,872/yr",Range: $118K - $130K,expedia
5722,Salesforce Developer,"$98,139/yr",Range: $80K - $119K,expedia
5723,Software Development Engineer In Test I,"$105,185/yr",Range: $100K - $110K,expedia
5724,Support Manager,"$59,642/yr",Range: $56K - $63K,expedia
5725,Software Engineer In Test I,"$99,569/yr",Range: $81K - $118K,expedia
5727,Compliance Manager,"$86,427/yr",Range: $77K - $97K,expedia
5729,Engineer,"$58,327/yr",Range: $39K - $79K,expedia
5730,Vice President Engineering,"$242,741/yr",Range: $198K - $290K,expedia
5731,Release Engineer II,"$110,206/yr",Range: $97K - $124K,expedia
5732,Financial Operations Supervisor,"$47,909/yr",Range: $45K - $50K,expedia
5733,Product Manager Mobile,"$122,501/yr",Range: $115K - $130K,expedia
5734,Senior Technical Project Manager,"$125,303/yr",Range: $100K - $152K,expedia
5735,Senior Operations Analyst,"$80,539/yr",Range: $77K - $84K,expedia
5736,Travel Consultant,"$38,592/yr",Range: $33K - $44K,expedia
5737,Principal Project Manager,"$148,277/yr",Range: $132K - $167K,expedia
5738,Senior Accountant II,"$86,508/yr",Range: $79K - $93K,expedia
5739,Senior Financial Systems Analyst,"$97,755/yr",Range: $92K - $104K,expedia
5740,Senior Technical Recruiter,"$118,858/yr",Range: $109K - $129K,expedia
5741,Programmer Analyst,"$106,267/yr",Range: $100K - $112K,expedia
5742,Current Employee,"$69,254/yr",Range: $51K - $89K,expedia
5744,Customer Service Representative,"$37,878/yr",Range: $36K - $40K,expedia
5745,Project Management Director,"$143,866/yr",Range: $135K - $151K,expedia
5746,Database Developer I,"$99,029/yr",Range: $94K - $103K,expedia
5748,SEO,"$80,583/yr",Range: $69K - $94K,expedia
5749,Software QA Lead,"$104,343/yr",Range: $96K - $113K,expedia
5751,Senior Database Marketing Manager,"$91,114/yr",Range: $83K - $101K,expedia
5752,Manager II,"$95,894/yr",Range: $66K - $128K,expedia
5753,Transportation Analyst,"$71,315/yr",Range: $65K - $78K,expedia
5754,Senior Clinical Data Manager,"$95,091/yr",Range: $87K - $102K,expedia
5755,Data Analyst,"$107,984/yr",Range: $100K - $118K,expedia
5756,Senior Data Manager,"$96,082/yr",Range: $88K - $104K,expedia
5758,Project Analyst,"$76,573/yr",Range: $69K - $84K,expedia
5759,Senior Accounting Manager,"$107,912/yr",Range: $89K - $128K,expedia
5760,Director of Content,"$135,952/yr",Range: $130K - $144K,expedia
5761,Senior DevOps Engineer,"$138,017/yr",Range: $134K - $144K,expedia
5762,Senior Software Development Lead,"$130,944/yr",Range: $126K - $136K,expedia
5763,Senior SEM Specialist,"$84,884/yr",Range: $81K - $88K,expedia
5764,Senior Software Engineer (Java Development),"$121,518/yr",Range: $100K - $144K,expedia
5765,Regulatory Affairs Manager,"$91,569/yr",Range: $88K - $96K,expedia
5766,"Engineering Manager, Data Warehouse","$137,666/yr",Range: $130K - $145K,expedia
5767,Senior Fraud Analyst,"$68,526/yr",Range: $64K - $72K,expedia
5768,TPM,"$119,784/yr",Range: $100K - $139K,expedia
5769,Data Specialist,"$57,755/yr",Range: $54K - $61K,expedia
5770,Customer Experience Manager,"$79,726/yr",Range: $75K - $84K,expedia
5771,Hotel Partner Support,"$33,569/yr",Range: $31K - $37K,expedia
5772,Technical Product Manager II,"$141,562/yr",Range: $131K - $152K,expedia
5773,Senior Director Finance,"$167,650/yr",Range: $153K - $183K,expedia
5775,Reporting Analyst,"$79,521/yr",Range: $69K - $91K,expedia
5776,Associate Systems Administrator,"$69,500/yr",Range: $65K - $74K,expedia
5777,Application Engineer,"$92,139/yr",Range: $88K - $97K,expedia
5778,Senior Database Administrator (SQL Server),"$113,640/yr",Range: $107K - $120K,expedia
5779,Security Engineer II,"$128,111/yr",Range: $122K - $135K,expedia
5780,Operations Program Manager,"$95,670/yr",Range: $82K - $110K,expedia
5781,Vendor Technology Manager,"$132,030/yr",Range: $122K - $143K,expedia
5783,Media Manager,"$95,148/yr",Range: $84K - $106K,expedia
5784,Sales Operations Manager,"$92,515/yr",Range: $84K - $99K,expedia
5785,Director of Business Development,"$158,452/yr",Range: $150K - $168K,expedia
5786,Senior Business Development Manager,"$123,550/yr",Range: $97K - $151K,expedia
5787,Principal Data Scientist,"$200,000/yr",Range: $174K - $231K,expedia
5788,Performance Test Engineer,"$95,622/yr",Range: $89K - $102K,expedia
5789,Senior Account Executive,"$106,953/yr",Range: $97K - $117K,expedia
5790,Technical Project Manager,"$103,457/yr",Range: $96K - $111K,expedia
5791,Software Design Engineer I,"$91,975/yr",Range: $88K - $96K,expedia
5792,"Director, HR Management","$133,975/yr",Range: $126K - $143K,expedia
5793,Senior Software Development Engineer In Test,"$140,137/yr",Range: $125K - $157K,expedia
5794,Technology Manager,"$118,832/yr",Range: $99K - $140K,expedia
5796,Senior IT Auditor,"$91,741/yr",Range: $85K - $100K,expedia
5797,Sales Support,"$43,705/yr",Range: $40K - $47K,expedia
5798,Equity Research Analyst,"$90,599/yr",Range: $86K - $94K,expedia
5799,Payroll Specialist,"$56,802/yr",Range: $49K - $65K,expedia
5800,Staff Accountant,"$70,236/yr",Range: $64K - $77K,expedia
5801,"Director, SEO","$117,464/yr",Range: $105K - $131K,expedia
5802,Performance Engineer,"$110,078/yr",Range: $101K - $120K,expedia
5803,SEM Specialist,"$74,292/yr",Range: $70K - $79K,expedia
5804,Information Technology Director,"$182,547/yr",Range: $158K - $206K,expedia
5805,Senior Programmer,"$102,817/yr",Range: $89K - $117K,expedia
5806,Transportation Manager,"$86,189/yr",Range: $78K - $94K,expedia
5807,Fraud Analyst II,"$52,203/yr",Range: $49K - $55K,expedia
5808,Senior Marketing Communications Manager,"$103,173/yr",Range: $97K - $110K,expedia
5810,Web Analytics Manager,"$107,088/yr",Range: $98K - $116K,expedia
5811,Test Manager (Software Engineer),"$111,631/yr",Range: $105K - $117K,expedia
5812,Senior Release Engineer,"$136,201/yr",Range: $121K - $153K,expedia
5813,Mobile Developer I,"$118,365/yr",Range: $97K - $140K,expedia
5814,Senior Business Analyst II,"$90,839/yr",Range: $82K - $100K,expedia
5815,"Director, Data Management","$141,992/yr",Range: $123K - $164K,expedia
5818,Information Technology Manager,"$134,200/yr",Range: $125K - $146K,expedia
5819,Administrative Assistant,"$65,540/yr",Range: $53K - $79K,expedia
5820,Senior Recruiting Coordinator,"$65,844/yr",Range: $59K - $73K,expedia
5821,Systems Architect,"$137,552/yr",Range: $130K - $147K,expedia
5822,Principal Software Architect,"$182,954/yr",Range: $160K - $208K,expedia
5823,Release Engineer,"$84,762/yr",Range: $79K - $89K,expedia
5824,Systems and Reports Analyst,"$73,831/yr",Range: $51K - $98K,expedia
5826,Senior Campaign Manager,"$84,819/yr",Range: $71K - $99K,expedia
5827,Director Finance,"$147,181/yr",Range: $140K - $156K,expedia
5828,Inside Sales Executive,"$70,460/yr",Range: $66K - $76K,expedia
5829,Member of Technical Staff,"$113,034/yr",Range: $72K - $170K,vmware
5830,Member of Technical Staff Software Engineer,"$115,229/yr",Range: $81K - $169K,vmware
5831,Senior Member of Technical Staff,"$145,602/yr",Range: $77K - $219K,vmware
5832,QA Engineer,"$102,203/yr",Range: $54K - $135K,vmware
5833,Staff Engineer,"$170,100/yr",Range: $102K - $224K,vmware
5834,Software Engineer,"$118,367/yr",Range: $65K - $162K,vmware
5835,"Member of Technical Staff, Software Engineer","$113,965/yr",Range: $87K - $169K,vmware
5836,Inside Sales Representative,"$60,514/yr",Range: $42K - $97K,vmware
5837,Senior Member of Technical Staff Software Engineer,"$141,860/yr",Range: $118K - $168K,vmware
5838,Senior Consultant,"$142,467/yr",Range: $116K - $173K,vmware
5839,Senior Systems Engineer,"$142,890/yr",Range: $104K - $171K,vmware
5840,Senior Manager,"$167,590/yr",Range: $119K - $231K,vmware
5841,Account Executive,"$57,142/yr",Range: $43K - $145K,vmware
5842,Senior QA Engineer,"$119,875/yr",Range: $108K - $149K,vmware
5843,Director,"$204,055/yr",Range: $147K - $240K,vmware
5844,Senior Member Technical Staff,"$146,779/yr",Range: $120K - $166K,vmware
5845,Senior Member of Technical Staff (Software Engineer),"$143,411/yr",Range: $120K - $165K,vmware
5847,Senior Program Manager,"$150,000/yr",Range: $119K - $178K,vmware
5848,Technical Support Engineer,"$71,187/yr",Range: $59K - $93K,vmware
5849,Member of Technical Staff II,"$116,651/yr",Range: $84K - $135K,vmware
5850,Senior Product Manager,"$166,574/yr",Range: $130K - $186K,vmware
5851,Senior Software Engineer,"$145,716/yr",Range: $103K - $168K,vmware
5852,Product Manager,"$127,561/yr",Range: $86K - $171K,vmware
5853,QA Engineer II,"$100,187/yr",Range: $61K - $114K,vmware
5854,Product Marketing Manager,"$144,677/yr",Range: $126K - $155K,vmware
5855,Program Manager,"$121,476/yr",Range: $94K - $163K,vmware
5856,Member of Technical Staff III,"$126,711/yr",Range: $112K - $150K,vmware
5857,Technical Account Manager,"$117,068/yr",Range: $81K - $160K,vmware
5858,Senior Product Marketing Manager,"$158,879/yr",Range: $127K - $186K,vmware
5859,Senior Staff Engineer,"$216,704/yr",Range: $160K - $272K,vmware
5860,Staff Systems Engineer,"$172,482/yr",Range: $145K - $193K,vmware
5861,MTS2,"$122,367/yr",Range: $109K - $143K,vmware
5862,Senior Marketing Manager,"$142,338/yr",Range: $125K - $174K,vmware
5863,Senior Director,"$255,686/yr",Range: $201K - $303K,vmware
5864,Enterprise Account Executive,"$128,802/yr",Range: $93K - $146K,vmware
5866,Technical Support Engineer II,"$78,613/yr",Range: $61K - $87K,vmware
5867,Systems Engineer,"$125,251/yr",Range: $102K - $151K,vmware
5868,Marketing Manager,"$120,207/yr",Range: $82K - $171K,vmware
5869,MTS3,"$134,588/yr",Range: $106K - $148K,vmware
5870,Member of Technical Staff - III,"$131,445/yr",Range: $113K - $141K,vmware
5871,Senior R&D Manager,"$189,802/yr",Range: $169K - $223K,vmware
5872,Senior Technical Support Engineer,"$94,355/yr",Range: $67K - $123K,vmware
5874,Product Line Manager,"$185,499/yr",Range: $162K - $220K,vmware
5876,Account Manager,"$70,965/yr",Range: $54K - $165K,vmware
5877,"Senior Member of Technical Staff, Quality Engineering","$134,017/yr",Range: $116K - $151K,vmware
5878,Client Executive,"$132,711/yr",Range: $85K - $156K,vmware
5879,Applications Support Engineer,"$80,091/yr",Range: $58K - $96K,vmware
5880,Manager,"$142,361/yr",Range: $90K - $178K,vmware
5881,Sales Representative,"$98,988/yr",Range: $4K - $225K,vmware
5882,Staff Engineer (Software Engineer),"$168,438/yr",Range: $147K - $207K,vmware
5883,Senior Applications Developer,"$134,422/yr",Range: $119K - $170K,vmware
5884,Staff Engineer II,"$194,986/yr",Range: $180K - $219K,vmware
5885,Senior Financial Analyst,"$109,510/yr",Range: $91K - $147K,vmware
5886,Business Analyst,"$89,428/yr",Range: $52K - $163K,vmware
5887,Project Manager,"$136,569/yr",Range: $97K - $157K,vmware
5888,Senior Engineering Manager,"$203,621/yr",Range: $185K - $230K,vmware
5889,R&D Director,"$216,110/yr",Range: $193K - $241K,vmware
5890,QA Manager,"$143,113/yr",Range: $127K - $156K,vmware
5891,Consulting Architect,"$161,517/yr",Range: $133K - $204K,vmware
5892,Executive Assistant,"$91,461/yr",Range: $59K - $117K,vmware
5893,Software Engineer (Member Technical Staff),"$118,229/yr",Range: $91K - $141K,vmware
5894,Senior Technical Account Manager,"$139,609/yr",Range: $123K - $156K,vmware
5895,Senior Technical Writer,"$109,826/yr",Range: $101K - $147K,vmware
5896,Sales Engineer,"$88,251/yr",Range: $65K - $161K,vmware
5897,Senior Business Analyst,"$135,601/yr",Range: $105K - $153K,vmware
5898,R&D Manager,"$150,636/yr",Range: $127K - $169K,vmware
5899,Software QA Engineer,"$97,745/yr",Range: $57K - $130K,vmware
5901,Business Systems Analyst,"$109,753/yr",Range: $79K - $141K,vmware
5902,Software Consultant,"$81,721/yr",Range: $78K - $107K,vmware
5903,Consultant,"$109,146/yr",Range: $76K - $141K,vmware
5904,Senior Project Manager,"$153,417/yr",Range: $135K - $173K,vmware
5905,Senior Finance Manager,"$171,335/yr",Range: $146K - $202K,vmware
5906,Staff QA Engineer,"$140,435/yr",Range: $126K - $163K,vmware
5907,Senior Business Systems Analyst,"$139,568/yr",Range: $132K - $149K,vmware
5908,Sales Operations Analyst,"$46,687/yr",Range: $38K - $103K,vmware
5909,Solutions Architect,"$166,893/yr",Range: $144K - $190K,vmware
5910,Senior Sales Engineer,"$145,602/yr",Range: $124K - $171K,vmware
5911,Quality Assurance Engineer,"$100,839/yr",Range: $51K - $110K,vmware
5912,Senior Member of the Technical Staff,"$160,024/yr",Range: $144K - $163K,vmware
5914,Senior Product Line Manager,"$189,972/yr",Range: $166K - $214K,vmware
5915,Staff Engineer I,"$167,796/yr",Range: $147K - $194K,vmware
5916,Group Product Manager,"$187,034/yr",Range: $172K - $218K,vmware
5917,Software Developer,"$86,318/yr",Range: $53K - $117K,vmware
5918,Senior Technical Operations Engineer,"$105,644/yr",Range: $93K - $123K,vmware
5921,Web Developer,"$106,217/yr",Range: $85K - $148K,vmware
5922,Sr Systems Engineer,"$148,064/yr",Range: $118K - $167K,vmware
5923,"Senior Manager, Business Development","$196,342/yr",Range: $159K - $223K,vmware
5924,Finance Manager,"$135,212/yr",Range: $120K - $158K,vmware
5925,Staff Program Manager,"$171,835/yr",Range: $137K - $192K,vmware
5926,CA,"$167,745/yr",Range: $57K - $196K,vmware
5927,Systems Engineer (Pre-Sales),"$129,928/yr",Range: $109K - $170K,vmware
5928,Staff Software Engineer,"$195,640/yr",Range: $160K - $208K,vmware
5929,"Senior Manager, Marketing","$156,402/yr",Range: $118K - $184K,vmware
5930,Marketing Director,"$184,383/yr",Range: $140K - $234K,vmware
5931,Technical Support Manager,"$102,421/yr",Range: $94K - $112K,vmware
5932,Engineering Manager,"$176,737/yr",Range: $146K - $194K,vmware
5934,Engagement Manager,"$152,048/yr",Range: $89K - $176K,vmware
5935,Associate Consultant,"$78,730/yr",Range: $72K - $92K,vmware
5936,Senior Account Executive,"$137,578/yr",Range: $83K - $154K,vmware
5937,Senior Member Technical Staff (Software Engineer),"$141,779/yr",Range: $131K - $177K,vmware
5938,Technical Trainer,"$100,931/yr",Range: $73K - $122K,vmware
5939,Senior Mmbr of Tech Staff (Software Engineer),"$148,305/yr",Range: $119K - $162K,vmware
5940,Senior Technical Program Manager,"$161,523/yr",Range: $135K - $217K,vmware
5941,Senior Solutions Engineer,"$154,327/yr",Range: $129K - $178K,vmware
5943,Senior Member of Technical Staff - Quality Engineering,"$141,980/yr",Range: $119K - $151K,vmware
5944,Inside Sales Associate,"$68,551/yr",Range: $60K - $75K,vmware
5945,Senior User Experience Designer,"$153,518/yr",Range: $108K - $192K,vmware
5946,Senior Technical Marketing Manager,"$145,161/yr",Range: $113K - $173K,vmware
5947,Senior Director Engineering,"$257,018/yr",Range: $216K - $270K,vmware
5948,Senior Web Developer,"$129,113/yr",Range: $123K - $146K,vmware
5949,IT Senior Manager,"$174,913/yr",Range: $144K - $182K,vmware
5950,Professional Services Consultant,"$128,560/yr",Range: $98K - $144K,vmware
5951,California,"$116,817/yr",Range: $96K - $177K,vmware
5952,Client Success Specialist,"$59,146/yr",Range: $54K - $65K,vmware
5953,Senior Quality Assurance Engineer,"$138,756/yr",Range: $100K - $167K,vmware
5954,QA II Engineer,"$103,466/yr",Range: $96K - $116K,vmware
5955,MTS-3,"$138,014/yr",Range: $127K - $142K,vmware
5957,Inside Sales,"$56,113/yr",Range: $44K - $86K,vmware
5958,Senior QA Manager,"$163,929/yr",Range: $136K - $208K,vmware
5959,Implementation Consultant,"$75,922/yr",Range: $46K - $95K,vmware
5960,Senior Solutions Architect,"$183,551/yr",Range: $130K - $198K,vmware
5961,Senior Interaction Designer,"$141,860/yr",Range: $129K - $144K,vmware
5963,Subject Matter Expert,"$84,387/yr",Range: $77K - $93K,vmware
5964,Senior Architect,"$157,465/yr",Range: $145K - $179K,vmware
5965,Strategic Account Executive,"$119,466/yr",Range: $88K - $144K,vmware
5966,Technical Consultant,"$106,601/yr",Range: $80K - $129K,vmware
5967,Member Technical Staff III,"$125,151/yr",Range: $106K - $140K,vmware
5968,Solutions Engineer,"$132,095/yr",Range: $101K - $191K,vmware
5969,User Experience Designer,"$100,303/yr",Range: $63K - $127K,vmware
5970,Marketing,"$81,254/yr",Range: $40K - $127K,vmware
5971,"Senior Manager, IT","$159,363/yr",Range: $143K - $198K,vmware
5972,SMTS Software Engineer,"$127,653/yr",Range: $121K - $151K,vmware
5974,Technical Writer,"$67,167/yr",Range: $54K - $113K,vmware
5975,Staff II Engineer,"$201,828/yr",Range: $154K - $218K,vmware
5977,Developer,"$84,842/yr",Range: $65K - $139K,vmware
5979,Senior Human Resources Program Manager,"$162,467/yr",Range: $126K - $167K,vmware
5980,Systems Administrator,"$110,139/yr",Range: $78K - $125K,vmware
5982,Director of Marketing,"$200,080/yr",Range: $177K - $210K,vmware
5983,"Director, Product Marketing","$196,069/yr",Range: $142K - $240K,vmware
5984,Inside Account Representative,"$88,431/yr",Range: $43K - $127K,vmware
5985,Partner Program Manager,"$144,273/yr",Range: $102K - $188K,vmware
5986,Senior Systems Administrator,"$147,298/yr",Range: $132K - $156K,vmware
5987,Inside Sales Account Manager,"$63,715/yr",Range: $60K - $83K,vmware
5988,Development Manager,"$157,738/yr",Range: $129K - $194K,vmware
5989,Senior Member of Technical Staff - Quality Engineer,"$120,703/yr",Range: $119K - $129K,vmware
5990,Associate Product Marketing Manager,"$107,836/yr",Range: $80K - $127K,vmware
5991,Senior Network Engineer,"$96,180/yr",Range: $91K - $149K,vmware
5992,Director of Product Management,"$203,926/yr",Range: $187K - $224K,vmware
5993,Operations Manager,"$134,301/yr",Range: $106K - $153K,vmware
5994,Technical Product Manager,"$112,219/yr",Range: $109K - $178K,vmware
5995,Senior ETL Engineer,"$139,774/yr",Range: $136K - $143K,vmware
5996,Inside Sales Manager,"$101,840/yr",Range: $89K - $165K,vmware
5997,Customer Success Manager,"$147,728/yr",Range: $115K - $180K,vmware
5998,Senior Software Developer,"$105,701/yr",Range: $55K - $161K,vmware
5999,Sales Specialist,"$68,281/yr",Range: $63K - $152K,vmware
6000,Vice President,"$283,068/yr",Range: $255K - $357K,vmware
6002,Senior Client Executive,"$158,146/yr",Range: $148K - $185K,vmware
6003,Product Line Marketing Manager,"$162,260/yr",Range: $153K - $173K,vmware
6004,Technical Program Manager,"$143,572/yr",Range: $134K - $157K,vmware
6005,Senior Quality Engineering Manager,"$163,608/yr",Range: $163K - $164K,vmware
6006,"Group Manager, Product Marketing","$185,110/yr",Range: $174K - $189K,vmware
6007,Marketing Specialist,"$92,806/yr",Range: $68K - $104K,vmware
6008,Localization Project Manager,"$108,802/yr",Range: $86K - $118K,vmware
6009,Technical Services Manager,"$115,217/yr",Range: $94K - $130K,vmware
6010,Contracts Manager,"$141,675/yr",Range: $87K - $162K,vmware
6011,Network Systems Administrator,"$132,108/yr",Range: $131K - $133K,vmware
6012,Applications Developer,"$123,174/yr",Range: $113K - $133K,vmware
6013,Member of Technical Staff (Cpd),"$149,303/yr",Range: $109K - $149K,vmware
6014,Project Manager - Contractor,"$64,607/yr",Range: $56K - $151K,vmware
6015,Senior Director Marketing,"$256,408/yr",Range: $231K - $336K,vmware
6016,Senior Site Reliability Engineer,"$138,696/yr",Range: $130K - $167K,vmware
6017,Project Coordinator,"$89,230/yr",Range: $56K - $97K,vmware
6018,Technical Support,"$74,676/yr",Range: $46K - $78K,vmware
6019,Inside Account Executive,"$72,784/yr",Range: $45K - $80K,vmware
6020,Information Security Analyst,"$99,608/yr",Range: $50K - $102K,vmware
6021,Site Reliability Engineer,"$120,970/yr",Range: $107K - $150K,vmware
6023,Technical Recruiter,"$140,470/yr",Range: $125K - $163K,vmware
6024,"Member of Technical Staff/Quality Engineer, Level III","$119,619/yr",Range: $106K - $120K,vmware
6025,Strategic Account Manager,"$131,046/yr",Range: $130K - $133K,vmware
6026,Product Marketing Director,"$215,341/yr",Range: $200K - $237K,vmware
6027,"Member Technical Staff, Software","$140,110/yr",Range: $122K - $140K,vmware
6029,Analyst,"$70,734/yr",Range: $67K - $97K,vmware
6030,Interaction Designer,"$114,919/yr",Range: $112K - $125K,vmware
6031,Channel Account Manager,"$80,548/yr",Range: $65K - $87K,vmware
6032,Senior Sales Operations Analyst,"$105,317/yr",Range: $99K - $105K,vmware
6033,Software Quality Engineer,"$81,548/yr",Range: $82K - $130K,vmware
6034,Devops Engineer,"$155,306/yr",Range: $89K - $158K,vmware
6035,Mid Market Account Executive,"$64,607/yr",Range: $53K - $65K,vmware
6036,MTS1 Software Engineer,"$93,348/yr",Range: $92K - $113K,vmware
6037,Global Solutions Consultant,"$166,088/yr",Range: $164K - $178K,vmware
6038,Regional Account Executive,"$81,345/yr",Range: $81K - $115K,vmware
6039,Translator,"$52,762/yr",Range: $46K - $79K,vmware
6040,Release Manager,"$154,343/yr",Range: $144K - $174K,vmware
6041,MTS-2,"$101,284/yr",Range: $93K - $114K,vmware
6042,Technical Marketing Engineer,"$151,863/yr",Range: $132K - $153K,vmware
6044,Lead Application Developer,"$143,536/yr",Range: $141K - $171K,vmware
6045,IT Senior Project Manager,"$149,303/yr",Range: $135K - $170K,vmware
6046,Sales Manager,"$95,671/yr",Range: $60K - $132K,vmware
6047,Architect,"$162,082/yr",Range: $150K - $206K,vmware
6048,Group Product Marketing Manager,"$205,710/yr",Range: $176K - $208K,vmware
6049,Software Engineering Manager,"$182,253/yr",Range: $167K - $184K,vmware
6050,"Senior Director, Product Management","$244,947/yr",Range: $204K - $252K,vmware
6051,Sales Executive,"$128,358/yr",Range: $127K - $140K,vmware
6052,Staff Technical Support Engineer,"$97,550/yr",Range: $81K - $108K,vmware
6053,Administrative Assistant,"$77,760/yr",Range: $60K - $86K,vmware
6054,Product Management,"$140,452/yr",Range: $95K - $150K,vmware
6055,Georgia,"$95,460/yr",Range: $85K - $112K,vmware
6056,Senior Technical Support Engineer (III),"$93,522/yr",Range: $66K - $95K,vmware
6057,QE Engineer,"$116,126/yr",Range: $108K - $152K,vmware
6058,Sr. Software Engineer,"$155,503/yr",Range: $153K - $168K,vmware
6060,Senior Member of Technical Staff - Software QA Engine,"$170,583/yr",Range: $111K - $173K,vmware
6062,Financial Analyst,"$85,892/yr",Range: $83K - $104K,vmware
6063,Territory Sales Manager,"$86,325/yr",Range: $77K - $93K,vmware
6064,Quality Engineer III,"$106,601/yr",Range: $102K - $121K,vmware
6065,IT Senior Developer,"$123,683/yr",Range: $121K - $127K,vmware
6066,Member of Technical Staff - Continuing Product Development,"$125,089/yr",Range: $102K - $125K,vmware
6067,Lead Business Systems Analyst,"$149,026/yr",Range: $143K - $172K,vmware
6068,Member of Technical Staff QA,"$115,509/yr",Range: $115K - $117K,vmware
6069,Services Sales Manager,"$139,758/yr",Range: $137K - $181K,vmware
6070,VMware Member of Technical Staff III,"$118,802/yr",Range: $112K - $127K,vmware
6071,TAM,"$134,989/yr",Range: $107K - $150K,vmware
6073,Technical Marketing Manager,"$155,499/yr",Range: $127K - $158K,vmware
6074,Web Application Developer,"$107,813/yr",Range: $105K - $125K,vmware
6076,Senior IT Business Analyst,"$127,720/yr",Range: $123K - $150K,vmware
6077,Technical Solutions Architect,"$168,681/yr",Range: $156K - $170K,vmware
6078,Texas,"$75,662/yr",Range: $74K - $103K,vmware
6079,Alliance Manager,"$153,493/yr",Range: $136K - $197K,vmware
6080,Senior Web Marketing Manager,"$145,725/yr",Range: $128K - $164K,vmware
6081,"Strategic Planning, Director","$182,773/yr",Range: $172K - $194K,vmware
6082,Quality Engineer,"$83,206/yr",Range: $78K - $89K,vmware
6083,Senior Quality Engineer,"$124,375/yr",Range: $117K - $133K,vmware
6084,Senior Program Manager - Contractor,"$160,670/yr",Range: $129K - $195K,vmware
6085,Desktop Support,"$78,557/yr",Range: $69K - $88K,vmware
6086,Finance Director,"$197,480/yr",Range: $186K - $207K,vmware
6089,"Director, Client Solutions","$182,553/yr",Range: $167K - $201K,vmware
6090,Practice Manager,"$171,251/yr",Range: $154K - $187K,vmware
6091,Executive Administrative Assistant,"$77,884/yr",Range: $61K - $95K,vmware
6092,Software Engineer II,"$104,821/yr",Range: $100K - $109K,vmware
6093,Senior Sales Executive,"$114,994/yr",Range: $82K - $151K,vmware
6094,Client Solutions Executive,"$178,149/yr",Range: $148K - $210K,vmware
6095,Desktop Virtualization Reference Architect Engineer,"$164,128/yr",Range: $158K - $170K,vmware
6096,Director of Engineering,"$228,118/yr",Range: $213K - $242K,vmware
6097,"Director, Product Management","$227,354/yr",Range: $211K - $243K,vmware
6098,Video Producer,"$64,338/yr",Range: $61K - $67K,vmware
6099,Director of Business Operations,"$203,759/yr",Range: $190K - $215K,vmware
6100,Partner Manager,"$141,591/yr",Range: $120K - $165K,vmware
6101,Engagement Program Manager,"$149,648/yr",Range: $126K - $174K,vmware
6102,Senior Member of Technical Staff - Storage Management,"$162,127/yr",Range: $139K - $186K,vmware
6103,Human Resources Director,"$203,428/yr",Range: $185K - $225K,vmware
6104,Accountant,"$53,990/yr",Range: $51K - $56K,vmware
6105,IT Manager,"$151,423/yr",Range: $135K - $168K,vmware
6106,"Senior Director, Sales","$191,771/yr",Range: $181K - $202K,vmware
6107,Senior IT Administrator,"$123,405/yr",Range: $101K - $147K,vmware
6108,Senior Staff Software Engineer,"$237,990/yr",Range: $208K - $270K,vmware
6109,Business Applications Support Analyst,"$93,655/yr",Range: $89K - $98K,vmware
6110,Inside Sales Account Executive,"$53,503/yr",Range: $51K - $56K,vmware
6112,Chief Architect,"$260,460/yr",Range: $186K - $344K,vmware
6113,Enterprise Sales Executive,"$124,690/yr",Range: $89K - $162K,vmware
6114,Group Manager,"$157,322/yr",Range: $148K - $169K,vmware
6115,Senior Release Manager,"$152,721/yr",Range: $144K - $161K,vmware
6116,Sales Director,"$191,082/yr",Range: $181K - $205K,vmware
6117,Software Quality Assurance Engineer,"$118,395/yr",Range: $103K - $133K,vmware
