,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,company
5606,Sat Dec 22 2018 10:07:23 GMT-0800 (Pacific Standard Time),,,Current Employee ,Full Time Employee,I have been working at Expedia Group full-time,,"Good team(Developers), very strong product managers.","Sometimes there is lack of transparency, salary can be paid better especially in todays competitive marker to keep the team going .",,4.0,3.0,4.0,4.0,4.0,3.0,expedia
5607,Thu Dec 20 2018 18:10:45 GMT-0800 (Pacific Standard Time),,"Bellevue, WA",Former Employee ,Good place to work,I worked at Expedia Group full-time for more than a year,,"great benefits, good pay, genuinely intelligent coworkers","reorgs seemingly every 8 months, office politics",,4.0,4.0,2.0,3.0,4.0,3.0,expedia
5608,Wed Dec 12 2018 22:00:57 GMT-0800 (Pacific Standard Time),,,Former Employee ,Awesome place to work,I worked at Expedia Group full-time,,Good pay and reasonable work/life balance,None that I can think of,,5.0,,,,,,expedia
5609,Fri Dec 07 2018 05:30:38 GMT-0800 (Pacific Standard Time),,, ,"Great Culture, Great Experience",I have been working at Expedia Group,,"Fantastic culture
Best work/life balance in my entire career
180+ offices world-wide, take your pick","Locations might be limited for certain brands
Constant churn from other Seattle area tech companies",,5.0,5.0,5.0,5.0,4.0,4.0,expedia
5610,Wed Dec 05 2018 21:00:52 GMT-0800 (Pacific Standard Time),,,Former Employee ,Good Work/Life balance,I worked at Expedia Group full-time,,Work/life balance. WFH policy. Good co-workers,Little promotion from within,,5.0,5.0,4.0,4.0,5.0,4.0,expedia
5611,Wed Dec 05 2018 10:53:16 GMT-0800 (Pacific Standard Time),,,Current Employee ,Great company with lots of opportunity for professional growth!,I have been working at Expedia Group full-time for more than a year,,"Expedia Group is one of the best companies I've ever worked for. I love the data driven and customer centric mindset that guides our decision making. The company is also innovative and isn't afraid to make bold moves. Lastly, internal moves and promotions are strongly encouraged, which isn't something you see in companies these days.","Like most companies this size, navigating the organization can be challenging. Also, data sharing is something that could be improved.",Keep doing what you're doing. The company is on course for continued success!!,5.0,4.0,4.0,5.0,5.0,4.0,expedia
5612,Mon Nov 26 2018 06:51:28 GMT-0800 (Pacific Standard Time),,"Bellevue, WA",Current Employee ,Awesome Company,I have been working at Expedia Group full-time for less than a year,1.0,"I love working with Expedia Group. My team culture is relaxed, but everyone is driven to do excellent work. Work/life balance is great with options to work from home, and Expedia offers a great benefits package. Our CEO is working hard to align the entire company and make Expedia an industry leader.",Parking can be tricky for the Bellevue location,,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5613,Wed Nov 28 2018 22:37:03 GMT-0800 (Pacific Standard Time),,"Dallas, TX","Market Associate Intern in Dallas, TX",Expedia Market Associate Intern Assessment,I worked at Expedia Group for less than a year,,"big company, meet alot of people, alot of room for growth, many different departments, everyone is willing to help, travel involved, work life balance",role can become kind of repetitive,,5.0,5.0,3.0,5.0,5.0,4.0,expedia
5614,Tue Nov 27 2018 16:21:15 GMT-0800 (Pacific Standard Time),,"Bellevue, WA",Current Employee ,Excellent company with an excellent corporate culture,I have been working at Expedia Group full-time for less than a year,,"Smart colleagues that value collaboration
Inclusive culture that emphasizes work life balance
Fun business with unique travel perks
Regular fun company events (at HQ)
Excited to move to the new Seattle campus",Commute to Bellevue and lack of parking (true of most organizations),,5.0,5.0,5.0,4.0,4.0,4.0,expedia
5615,Wed Nov 21 2018 15:05:56 GMT-0800 (Pacific Standard Time), Product Manager,"Bellevue, WA",Current Employee ,Product Manager,I have been working at Expedia Group full-time for less than a year,1.0,"Great work life balance 
-Good culture", No stock options were offered,,5.0,5.0,5.0,5.0,4.0,4.0,expedia
5616,Sat Dec 22 2018 11:02:21 GMT-0800 (Pacific Standard Time), Customer Service Representative,"Las Vegas, NV",Former Employee ,Horrible,I worked at Expedia Group full-time for more than 5 years,5.0,Close proximity to my home,Everything... if you are a minority in anyway you will excel... as a minority they will never fire you or let you go even if you sleep at your desk during work hours and overtime - maybe that should be listed in the “Pros” section. It’s difficult to understand your supervisor and/or manager that doesn’t speak English as a first language. They are very unprofessional and have such a high turnover rate they are constantly changing policies to try to keep employees from leaving. They hire new employees at the same pay rate as employees who have been there 5 years. Very poor managing skills and the company is on a down slide.,,1.0,2.0,1.0,2.0,2.0,1.0,expedia
5617,Fri Nov 16 2018 13:27:38 GMT-0800 (Pacific Standard Time), Senior Technical Program Manager,"Bellevue, WA",Current Employee ,Good work life balance,I have been working at Expedia Group full-time for more than 5 years,,Get back time in your personal life for less salary than the other top tier employers in the Puget Sound region,Equity sharing is not on par with the local market for a lot of the staff employed here,Give equity to everyone to make them feel invested and rewarded for company performance,5.0,5.0,4.0,4.0,4.0,3.0,expedia
5618,Fri Nov 23 2018 11:53:30 GMT-0800 (Pacific Standard Time),,"Bellevue, WA","Software Development Engineer in Bellevue, WA",SDE,I worked at Expedia Group for more than a year,3.0,"The work was not terribly demanding. E.g., they didn't even track performance metrics for any of the services I worked on. The office is comfortable with some decent perks.","Very political. I've seen projects that I would consider a failure, only to have the leader declare victory and sometimes even get a promotion. But if you're good at self-promotion, that shouldn't be a problem.",,3.0,,,,,,expedia
5619,Tue Nov 13 2018 10:49:51 GMT-0800 (Pacific Standard Time),,"Springfield, MO",Former Employee ,Lodging Technical Solutions Analyst,I worked at Expedia Group full-time for more than 8 years,,Great benefits and work/life balance.,Some positions can be stressful.,,4.0,5.0,4.0,4.0,5.0,4.0,expedia
5620,Wed Nov 07 2018 10:45:33 GMT-0800 (Pacific Standard Time), Software Developer,"Bellevue, WA",Current Employee ,Operation & Traffic Analyst,I have been working at Expedia Group full-time for more than a year,,Great manager and team environment. Learn something new everyday by asking questions to the people around you,Parking and transportation can be an hassle but not too bad,,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5621,Sat Nov 03 2018 07:22:00 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Former Employee ,Lodging Content Associate,I worked at Expedia Group full-time for more than a year,1.0,Great company and office. There is alot of communication between teams and everyone is very helpful. Great work and social Life balance.,Salary isn't up to Expedia standards.,,5.0,5.0,5.0,3.0,3.0,5.0,expedia
5622,Fri Dec 07 2018 06:17:09 GMT-0800 (Pacific Standard Time),,, ,Horrible Management and HR,I worked at Expedia Group,3.0,"The company is progressive in technology and constantly changing. Which is great, for you will never be at a lack for work. Have the opportunity to work with other departments, and the pay is above average.","Depending on what group are in, depends on your experience. The group I was in had a bad gossip problem and a leak in the HR department who would tell friends what was going on, in particular confidential items. Lack of good management, and depends on who you know, will either make your career or you are blocked. Probably some of the worse I've seen.","HR needs a lesson on confidentiality. Managers need to keep in touch with their teams (many teams are global, managers are in another county in some cases) and you need a more flexible work from home policy. Get a hold of your gossip problems in GCO.",1.0,1.0,1.0,3.0,3.0,1.0,expedia
5623,Fri Dec 07 2018 08:58:52 GMT-0800 (Pacific Standard Time), Manager,"Springfield, MO",Former Employee ,odd environment,I worked at Expedia Group full-time for less than a year,2.0,Company promotes a lot of personnel time.,Too much personnel time granted which has promoted worker laziness. Springfield location is set up to handle issues and trying to fix those issues was not recommended. Speaking out and problem solving is not appreciated at Hotels.com processes.,Stand your ground when it comes to resolving the issues in the first place. Do not allow the hourly workers control the environment.,1.0,1.0,1.0,1.0,2.0,1.0,expedia
5624,Thu Nov 15 2018 08:09:03 GMT-0800 (Pacific Standard Time),,,Current Employee ,Alright company but make sure agree on the Base Salary,I have been working at Expedia Group full-time,,Free to come and go (reasonably).,"Agree on the base salary. You will not get a big bump. (generally 1-2% annual increase)
Major team members are working from outside of USA. Especially vendors.",,3.0,,,,,,expedia
5625,Tue Oct 30 2018 07:48:12 GMT-0700 (Pacific Daylight Time),,,Current Employee ,SDE II,I have been working at Expedia Group full-time,,Great work life balance and friendly culture.,Bit less compensation compared with other IT companies.,,5.0,5.0,5.0,4.0,3.0,4.0,expedia
5626,Mon Oct 29 2018 11:07:51 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Seattle, WA",Current Employee ,"Nice people, slow pace",I have been working at Expedia Group full-time for more than a year,,"Great people, great snacks, fun events, low pressure",Slow. Slow. Slow. The innovation is very much incremental instead of huge steps.,,4.0,5.0,5.0,4.0,4.0,5.0,expedia
5627,Mon Oct 29 2018 11:31:34 GMT-0700 (Pacific Daylight Time), Web Developer,"San Jose, CA",Current Employee ,Web Developer,I have been working at Expedia Group full-time for more than a year,,Travel Reimbursement is really good.,I can think of none,,4.0,3.0,4.0,3.0,,,expedia
5628,Fri Nov 09 2018 17:03:28 GMT-0800 (Pacific Standard Time),,,Former Employee ,Overall good company,I worked at Expedia Group full-time,,"Good benefits
 Good work and life balance","No good coordination between teams , due to this customer and product suffer.",,3.0,,,,,,expedia
5629,Wed Oct 24 2018 12:16:37 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Great!,I have been working at Expedia Group full-time,,Expedia Group is a great place to work!,I have no comments at this time.,More strawberries.,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5630,Wed Oct 24 2018 12:15:31 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Project Manager,I have been working at Expedia Group full-time for more than 5 years,,Very good company to work for overall. Very Flexible and very good work culture.,Too many restructures below management level.,,4.0,5.0,4.0,3.0,4.0,2.0,expedia
5631,Mon Oct 22 2018 12:06:18 GMT-0700 (Pacific Daylight Time), Senior Accountant,"Irving, TX",Current Employee ,Great Benefits,I have been working at Expedia Group full-time for more than 3 years,,Great Company to work for. Great Benefits. Great work/life balance.,No cons personally had a great experince.,,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5632,Sat Nov 03 2018 07:26:04 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Could be better,I have been working at Expedia Group full-time,,Pay is amazing you get a review at the end of the year with a pay increase. Must be flexible amazing PTO options,"MICROMANAGEMENT! no option to move up, people their are fake and always complaining about everything",,3.0,3.0,2.0,1.0,4.0,1.0,expedia
5633,Fri Oct 19 2018 07:53:06 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Great place to work,I worked at Expedia Group full-time,,"Good benefits
Fun start up vibe
Free food and drinks
Approachable management",They're growing pretty fast so sometimes things can seem uncertain,,5.0,5.0,5.0,4.0,5.0,4.0,expedia
5634,Tue Oct 30 2018 14:04:33 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Bellevue, WA",Former Employee ,Depends which group you're in,I worked at Expedia Group full-time for more than a year,1.0,"Collaborative atmosphere 
Data-driven and keen to use the scientific method to test one thing while controlling the rest of the variables
Nice co-workers
Great benefits
Strong product mindset","Slow moving for the tech industry (as a product person, I spent most of my time in PowerPoint, and you can't help customers when you're working in PowerPoint)",Review roadmaps and OKRs against staffing ratios to optimize for efficiency. There are pockets of waste that can be greatly improved.,3.0,5.0,5.0,3.0,3.0,4.0,expedia
5635,Wed Oct 17 2018 09:50:53 GMT-0700 (Pacific Daylight Time),,, ,Good work life balance; relaxed company culture.,I have been working at Expedia Group,,Lots of opportunity to learn and ask questions. Very friendly and relaxed work environment.,"As an intern, you sometimes need to push to get appropriately challenging projects.",,4.0,,,,,,expedia
5636,Tue Oct 16 2018 12:06:41 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Former Employee ,Expedia Review,I worked at Expedia Group full-time for more than a year,,Great company to work for,Upper management need to do better,do better listen to your employees,4.0,4.0,,,,,expedia
5637,Wed Oct 24 2018 00:19:20 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Current Employee ,Good place,I have been working at Expedia Group full-time for more than 3 years,1.0,"Good Work Culture, Good Food, Benefits.",No Growth for experience people.,,3.0,3.0,3.0,2.0,3.0,2.0,expedia
5638,Tue Oct 09 2018 22:54:50 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA"," in Bellevue, WA",Sr Business Analyst,I worked at Expedia Group for less than a year,,"Great work life balance
People are very kind
Lot of scope for interaction with other teams
Your ideas are appreciated and recognized
Truly a global company with offices across the globe.","Since I was used to working at startups, the work environment was not very fast-paced. Pay is good but can be better.",Congrats on building a nice company to work in. Enjoyed my stay at Expedia!,4.0,5.0,5.0,4.0,4.0,4.0,expedia
5639,Fri Oct 05 2018 10:51:51 GMT-0700 (Pacific Daylight Time),,, ,Warm Atmosphere,I have been working at Expedia Group for less than a year,1.0,"Work culture in operations is great.

Helpful atmosphere. Management is engaging without being obtrusive.","Scope of the work presents a steep learning curve.

Difficult to challenge a bad QA score.",Make sure everyone is kept up to date with the expectations of the position.,4.0,,,,,,expedia
5640,Wed Oct 03 2018 18:16:32 GMT-0700 (Pacific Daylight Time), Marketing Manager,"Dallas, TX",Current Employee ,"Excellent work environment, benefits",I have been working at Expedia Group full-time for more than 5 years,,"Do you want to work for a company that appreciates their employees and wants to help them in their career growth? Well, Expedia Group is the place for you. Great compensation plan for FT and salary employees.",None to report at this time,,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5641,Mon Oct 01 2018 18:59:44 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Sr Software Engineer,I have been working at Expedia Group full-time for more than 8 years,,Good work life balance. Great travel perks. Cutting edge technology stacks.,"Difficult to change teams, growth opportunities",,4.0,5.0,5.0,4.0,4.0,4.0,expedia
5642,Thu Oct 04 2018 17:50:18 GMT-0700 (Pacific Daylight Time), Senior Applications Engineer,"Chicago, IL",Current Employee ,"Great pay, horrible politics",I have been working at Expedia Group full-time for more than 8 years,8.0,Great pay and work life balance,This is NOT a technology company. It's the wild west with managers building their own mini tech empires everywhere.,"Get rid of 80% of management and make sure the 20% left have a passion for tech, not sports brah!",2.0,5.0,3.0,3.0,5.0,1.0,expedia
5643,Tue Sep 25 2018 09:53:33 GMT-0700 (Pacific Daylight Time), Concierge,,Current Employee ,concierge,I have been working at Expedia Group full-time for more than a year,1.0,"great benefits, amazing health and fitness options, great travel perks","rotating desks, inconsistent schedules, poor training",increase training for new employees,5.0,3.0,5.0,4.0,4.0,4.0,expedia
5644,Thu Oct 11 2018 09:06:32 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Software Engineer,I worked at Expedia Group full-time,,"work culture is good, great benefits",less scope for growth within,,3.0,,,,,,expedia
5645,Tue Sep 18 2018 16:51:40 GMT-0700 (Pacific Daylight Time),,"Springfield, MO",Current Employee ,Best Company In Town,I have been working at Expedia Group full-time for more than 5 years,1.0,"Love the benefits, the employee focused environment and the efforts at the executive level to be strategic and cutting edge with technical solutions. They make a concerted effort to be employee inclusive yet hold people accountable. For a job market like Springfield, it's the best company in town to work for.",They need to invest in more HR resources and leadership training.,Continue to invest in employee development and technology.,5.0,5.0,3.0,5.0,5.0,5.0,expedia
5646,Tue Oct 23 2018 08:08:39 GMT-0700 (Pacific Daylight Time), Software Development Engineer,"Bellevue, WA",Former Employee ,Software Development Engineer,I worked at Expedia Group full-time,6.0,"Benefits are competitive
Some of the work is interesting (but you have to be ""in"" with management to get to work on it)","Don't go looking for professionalism here. 
This is one of the most dramatic work places I've ever worked in. Constantly walking around on eggshells. It was like being in High School. 

It felt like working in high school. People are always talking behind each other's backs, forming cliques, and even actually screaming at each other. This isn't even just personal stuff, but about work things too! Everything was an us vs them argument. 

The entire place is a hivemind that convinces you that the horrible culture is worth it. That going into work and planning on this person hating you today while you fix this thing and then by fixing it it'll make this person angry because you helped that person before you helped them is normal. 

I literally developed an anxiety disorder thanks to this job. 

This place is toxic.

In the time I was there I saw everyone on my team leave, except 3 people who are officially just there to retire now. There's a reason their turnover is so high.","Radically change the culture. Hold managers to a higher standard, not a lower one. Employees may want video games in the break room in the short term, but in the long term they want to feel valued and safe in their workplace.",1.0,5.0,1.0,2.0,3.0,1.0,expedia
5647,Wed Sep 19 2018 17:36:52 GMT-0700 (Pacific Daylight Time),,,Former Employee ,A very good place for internship,I worked at Expedia Group full-time,,"Individual project, every intern has a mentor, good pay and good apartment",Low pay for full time,,4.0,5.0,5.0,4.0,4.0,5.0,expedia
5648,Wed Sep 12 2018 09:16:10 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Software Dev Engineer,I have been working at Expedia Group full-time,,Very flexible and good work life balance.,Nothing I can think off.,,5.0,5.0,4.0,4.0,4.0,4.0,expedia
5649,Mon Sep 10 2018 20:58:34 GMT-0700 (Pacific Daylight Time), Senior Systems Analyst,"Bellevue, WA",Current Employee ,Expedia,I have been working at Expedia Group full-time for more than 8 years,,Culture is great. And the benefits are comparable,"Depending on the team you are in, you might not have a great work life balance.",,5.0,2.0,5.0,5.0,3.0,4.0,expedia
5650,Wed Sep 05 2018 18:10:21 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Account Executive,I have been working at Expedia Group full-time,2.0,"Great work life balance, transparent management, lots of opportunity for growth",Hard to think of any cons,,4.0,5.0,5.0,4.0,4.0,5.0,expedia
5651,Mon Sep 10 2018 20:27:39 GMT-0700 (Pacific Daylight Time),,"Seattle, WA",Current Employee ,Friendly people,I have been working at Expedia Group full-time for more than 3 years,,"Nice environment 
Friendly people
Lots of opportunity for growth
Not as stressful as Microsoft or Amazon","Slightly lower pay than Amazon or Microsoft
People promoted to director or sr. Director who would be considered under experienced in the larger industry
Frankly, in some groups there is serious dysfunction and ignorance.",Reduce complexity and do not promot unless truly merited.,4.0,5.0,4.0,4.0,4.0,3.0,expedia
5652,Sat Sep 08 2018 22:05:30 GMT-0700 (Pacific Daylight Time),,,Current Employee ,accountant,I have been working at Expedia Group part-time,,the enviroment was so warm and welcoming,i have no cons about this company,none,4.0,,,,,,expedia
5653,Tue Sep 04 2018 16:32:51 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Accounting Manager,I have been working at Expedia Group full-time,,"Great travel perks, great product.",Pays under market. New employees valued higher than legacy employees.,,4.0,5.0,5.0,4.0,2.0,3.0,expedia
5654,Mon Sep 17 2018 15:21:52 GMT-0700 (Pacific Daylight Time), Senior TPM,"Bellevue, WA",Current Employee ,"Good work culture, slow career progress",I have been working at Expedia Group full-time for more than 3 years,," Nice Friendly work culture
- Good friendly people
- No hard performance guidelines
- Enough work is there and it is on a growth trajectory
- Flexible work life balance"," Difficult to change teams
- Career progress is slow
- Lot of tribal knowledge"," Learn to recognize and award performance
- Have clarity on career progress
- Make compensation on par with industry",3.0,5.0,4.0,3.0,3.0,2.0,expedia
5655,Mon Aug 27 2018 09:40:48 GMT-0700 (Pacific Daylight Time), Product Designer,"Chicago, IL",Current Employee ,I love working here,I have been working at Expedia Group full-time for more than a year,1.0," Great benefits and work/life balance
- Culture of autonomy and mutual respect
- Results focused and extremely transparent
- Great opportunities for growth"," I work in the Chicago office, so we can sometimes feel disconnected from HQ in Seattle
- In general, the individual brands within Expedia feel very separate", Work on clarifying the vision for one global Expedia Group with employees,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5656,Wed Aug 29 2018 08:14:14 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Great Place,I have been working at Expedia Group full-time,,"Great benefits , great pay","Growth opportunities, a lot of changes",,4.0,,,,,,expedia
5657,Mon Jun 25 2018 12:43:42 GMT-0700 (Pacific Daylight Time), Software Engineering Manager,"Chicago, IL",Current Employee ,Software Engineering Manager,I have been working at Expedia Group full-time for less than a year,19.0,"Expedia is the best place to work. I have been here for 11 months and enjoying every single day. The culture is upbeat, leadership is transparent , clear on direction, very well organized process oriented company. Awesome work life balance. The technology stack is cutting edge, if you love working on AWS then this is the place to be. Great learning opportunity, great location in downtown Chicago, amazing office space.",None that I can think of.,Keep up the great work.,5.0,5.0,5.0,5.0,5.0,5.0,expedia
5658,Thu Sep 06 2018 20:10:13 GMT-0700 (Pacific Daylight Time), Engineering Manager,"Bellevue, WA",Current Employee ,Great company if you are not ambitious,I have been working at Expedia Group full-time for more than 8 years,2.0,"Good work life balance.
Employees are easy to work with. 
Low risk of getting fired. Company values ""employee happiness"" over delivering projects.","Lack of opportunities for career growth.
Tenure is highly valued and not contributions. 
Lot of dead wood in the middle management. Delegate everything down and contribute nothing to the company.",Reduce layers in the middle management and review what they are contributing to the company.,3.0,5.0,4.0,2.0,3.0,3.0,expedia
5659,Mon Sep 10 2018 16:07:35 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Technical Program Manager 2,I have been working at Expedia Group full-time,,Work life balance is good,Moving Seattle is not so good,,3.0,,,,,,expedia
5660,Sun Sep 09 2018 08:38:28 GMT-0700 (Pacific Daylight Time),,,Former Employee ,N/a,I worked at Expedia Group full-time,,The company had good pay and benefits,The company moved to Seattle,,3.0,,,,,,expedia
5661,Thu Sep 06 2018 10:52:40 GMT-0700 (Pacific Daylight Time),,,Former Employee ,manager,I worked at Expedia Group full-time,,great company to work for,high pressure sales within company,,3.0,3.0,3.0,3.0,3.0,4.0,expedia
5662,Fri Sep 21 2018 19:44:47 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Mediocre at the Best,I worked at Expedia Group full-time,2.0,"Very good work / life balance
Good Location and Easy access to Lunch",It's marketed as technology company but al the decisions are made based on politics and whom you know rather than what you contribute.,"Recognize, appreciate and reward talent , not the politics .",1.0,4.0,4.0,1.0,1.0,1.0,expedia
5663,Thu Aug 30 2018 20:47:59 GMT-0700 (Pacific Daylight Time),,, ,,I have been working at Expedia Group,,A nice place to work,human resources is understaffed and compensation is low,,3.0,,,,,,expedia
5664,Wed Aug 15 2018 07:10:03 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Accountant,I worked at Expedia Group full-time,,"Excellent management. Had bi-weekly meetings with manager to review current workload, how everything was going, and adjustments that could be made to be more effective or efficient.",Work could at some points get tedious.,,5.0,5.0,5.0,5.0,4.0,5.0,expedia
5665,Mon Aug 27 2018 15:36:57 GMT-0700 (Pacific Daylight Time),,"Las Vegas, NV"," in Las Vegas, NV",Just Barely,I worked at Expedia Group for more than a year,,"The work environment is pretty OK, and fosters a good relationship amoung the employees",way more work than the pay is worth.,,3.0,3.0,3.0,3.0,3.0,2.0,expedia
5666,Thu Aug 23 2018 20:56:41 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Good but could be better,I worked at Expedia Group full-time for more than 3 years,1.0,"Great benefits 
Strong team goals","Lack of PTO
Little faith in employees",Trust your employees don’t hover over them like they’re children,3.0,,,,,,expedia
5667,Wed Aug 08 2018 19:41:12 GMT-0700 (Pacific Daylight Time), Senior Business Analyst II,"Bellevue, WA",Current Employee ,Good work/life balance,I have been working at Expedia Group full-time for more than a year,,Good work/life balance with opportunities to make meaningful contributions to the business.,"Slower moving than the Big 5, in places.",,4.0,5.0,5.0,5.0,3.0,4.0,expedia
5668,Sun Sep 09 2018 15:39:31 GMT-0700 (Pacific Daylight Time), Vice President,"Seattle, WA",Current Employee ,"No vision, group think, mediocre talent",I have been working at Expedia Group full-time for more than 10 years,4.0,Work life balance. Easy job. Just show up and don’t challenge the status quo.,Mediocrity is valued highly. Don’t strive for impact or customer success.,Sell,1.0,4.0,3.0,2.0,4.0,2.0,expedia
5669,Sun Aug 19 2018 05:58:00 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Fraud Analyst,I worked at Expedia Group full-time,1.0,At the time the benefits snd 401k was ok but right after I left Expedia vamped up HA's benefits.,Same issue mentioned on the interview questions. I graduated from TX State SQL/Java Script classes on my own dime. They had no tuition reimbursement at the time. They didn't use the fraud skills that many employees had/have. They turned us into CSR.,"Utilize your employees and their talents. I was fully trained in SQL, Accertify, SAP and other IP blacklisting programs which was used. I didn't mind not getting credit for many things bevsuse I knew I had other companies emailing me on LinkedIn.",3.0,2.0,2.0,2.0,3.0,2.0,expedia
5670,Sun Aug 19 2018 17:02:56 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Principal TPM,I have been working at Expedia Group full-time,,Overall Good work life balance,constant re-org and changes in groups,,3.0,,,,,,expedia
5671,Fri Aug 03 2018 12:25:02 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Dallas office,I worked at Expedia Group full-time,,"Great benefits 
Fun environment
Free Food","When managers have their favorites employees, they no longer follwo the internal rules.",Be fair to all employees,4.0,3.0,3.0,3.0,3.0,2.0,expedia
5672,Tue Aug 14 2018 13:15:26 GMT-0700 (Pacific Daylight Time),,,Current Employee ,"Could be better, has been better",I have been working at Expedia Group full-time,1.0,"great work life balance, benefits and decent pay","politics, gender equivalency focus over pure talent",Stick to figuring out the tech stack,3.0,,,,,,expedia
5673,Tue Jul 31 2018 14:20:58 GMT-0700 (Pacific Daylight Time), Senior PR Manager,"Chicago, IL",Current Employee ,Culture & Camaraderie in Chicago Office,I have been working at Expedia Group full-time for less than a year,," I feel supported by my team and department
- There's a willingness to try new things and learn together
- Support and resources of a large organization with a small team culture

I've been at Expedia in the Chicago office less than 6-months, and I've already been encouraged to try new things and bring new ways of thinking to my role and team. I feel the company has been really receptive to it and willing to take risks so long as we learn from them. And while we are part of a larger organization, the small team structure allows us to operate with all the benefits of a ""startup-like"" atmosphere: scrappiness, working together, and a can-do attitude.", There are some complexities to any large organization, Keep supporting your employees / teams and pushing us to try new things together,4.0,4.0,4.0,4.0,4.0,4.0,expedia
5674,Thu Aug 09 2018 23:37:31 GMT-0700 (Pacific Daylight Time), Corp Customer Service,"Las Vegas, NV",Current Employee ,corp customer service,I have been working at Expedia Group full-time for more than 8 years,,"good benefits , nice people to work with","to much stress, too many calls back to back, no down time",,3.0,4.0,3.0,3.0,3.0,2.0,expedia
5675,Mon Jul 23 2018 13:10:40 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Current Employee ,Great place,I have been working at Expedia Group full-time for more than 5 years,,"It's a big, small company with a lot of opportunities. I get to own my work and see the impact of what I do. My role has evolved over the years which has allowed me to learn a lot of new things.",Seeing more politics as the company has grown and the pathway forward is not always clear.,Invest in the future with development and innovation.,4.0,5.0,4.0,3.0,4.0,4.0,expedia
5676,Thu Aug 23 2018 16:40:56 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Stay away from leadership roles in eCP Gurgaon - No growth in Gurgaon,I worked at Expedia Group full-time,1.0,"Great work life balance
Good peers",It has been a trend in eCP Gurgaon that senior leaders are hired and senior leadership leaves them to stagnate and then they leave. They just focus on developing leaders in Bellevue and do not trust leaders in India. Smart and capable folks are leaving or planning to leave because of this.,"Get out of the fixated mindset.
Recognize the teams in Gurgaon who has been delivering for years now.
Groom and develop leaders from Gurgaon instead of ignoring and forcing them out.",1.0,5.0,4.0,1.0,3.0,1.0,expedia
5677,Mon Jul 16 2018 06:19:03 GMT-0700 (Pacific Daylight Time), Marketing Associate,"Miami, FL",Current Employee ,Great organization to work for,I have been working at Expedia Group full-time for more than 3 years,1.0,"Flexible work arrangements available, competitive compensation and benefits","Culture is hierarchy based, team work promoted but not practiced",Get to know your employees on a personal level while aligning your kpi’s. You will definitely get a bigger return on investment in the quality of work produced,5.0,5.0,4.0,3.0,5.0,4.0,expedia
5678,Tue Jul 17 2018 21:42:02 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Bellevue, WA",Current Employee ,Thumbs Up!,I have been working at Expedia Group full-time for less than a year,,"Great place to work, innovate, own your future!","Large and complex business, takes time to adapt.",Continue a culture of 1 Team 1 Expedia and drive people to share across business groups.,5.0,5.0,4.0,4.0,4.0,4.0,expedia
