"Name","Company","State","City","Salary","Location","Url"
"PARAMEDIC- FULL TIME .9 FTE - AMB OPERATIONS","Presbyterian Healthcare Services","NM","Espanola","$16-$24","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2307&ao=239360&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_32e72366&cb=1573025715876&jobListingId=3270325764"
"PARAMEDIC - PRESBYTERIAN HOSPITAL EMERGENCY DEPARTMENT","Presbyterian Healthcare Services","NM","Albuquerque","$16-$24","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2308&ao=238916&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_47479643&cb=1573025715877&jobListingId=3171470103"
"PART-TIME PARAMEDIC LEARNER - ALBUQUERQUE AMBULANCE SERVICES","Presbyterian Healthcare Services","NM","Albuquerque","$18-$28","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2309&ao=239360&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0bc5e0ab&cb=1573025715879&jobListingId=3171470246"
"PARAMEDIC - EMERGENCY DEPARTMENT","Presbyterian Healthcare Services","NM","Albuquerque","$16-$24","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2310&ao=238916&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_21e90a2b&cb=1573025715880&jobListingId=3171469963"
"PARAMEDIC - URGENT CARE - ISLETA","Presbyterian Healthcare Services","NM","Albuquerque","$16-$24","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2311&ao=239360&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_7621f30e&cb=1573025715881&jobListingId=3299884280"
"MD-FAMILY MEDICINE-CDS - MT MD'S","Presbyterian Healthcare Services","NM","Albuquerque","","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2312&ao=213249&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_bca5ac08&cb=1573025715882&jobListingId=3371106843"
"JAVA DEVELOPER - SENIOR - PHP IT SERV SUPPORT TEAM","Presbyterian Healthcare Services","NM","Albuquerque","$69k-$138k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2313&ao=213252&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_aa6c0f54&cb=1573025715883&jobListingId=3171465004"
"RN - SHORT TERM CARE","Presbyterian Healthcare Services","NM","Albuquerque","$23-$40","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2314&ao=179377&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ba937a27&cb=1573025715884&jobListingId=3336205972"
"CHARGE NURSE - ADULT PROGRESSIVE CARE","Presbyterian Healthcare Services","NM","Albuquerque","","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2315&ao=179377&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3bbef8d0&cb=1573025715885&jobListingId=3368866576"
"MD-PEDIATRICS-PEH","Presbyterian Healthcare Services","NM","Espanola","$153k-$207k","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2316&ao=775800&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_fb1b631f&cb=1573025715886&jobListingId=3171466849"
"MD-PEDIATRICS-PEH - PEDIATRIC CLINIC","Presbyterian Healthcare Services","NM","Espanola","$153k-$207k","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2317&ao=775800&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8d33eb7b&cb=1573025715887&jobListingId=3389773740"
"MD-INTERNAL MEDICINE-CDS - KC AHCS","Presbyterian Healthcare Services","NM","Albuquerque","$185k-$306k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2318&ao=213249&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e0d69e55&cb=1573025715888&jobListingId=3256682656"
"CHARGE NURSE - EMERGENCY DEPARTMENT - PRESBYTERIAN HOSPITAL","Presbyterian Healthcare Services","NM","Albuquerque","$45k-$113k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2319&ao=238916&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_1c9feb30&cb=1573025715889&jobListingId=3375805623"
"MD-INTERNAL MEDICINE-SFMC - ST MICHAELS INTERNAL MED","Presbyterian Healthcare Services","NM","Santa Fe","$199k-$330k","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2320&ao=775794&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_a532a8c0&cb=1573025715890&jobListingId=3371107170"
"MD-FAMILY MEDICINE-SFMC - ST MICHAELS FAMILY PRACTICE","Presbyterian Healthcare Services","NM","Santa Fe","","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2321&ao=775794&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_a41ab4d2&cb=1573025715891&jobListingId=3360779648"
"NURSE MANAGER - OPERATING ROOM - SANTA FE MEDICAL CENTER - SURGERY","Presbyterian Healthcare Services","NM","Santa Fe","$76k-$112k","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2322&ao=775782&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_2501b352&cb=1573025715892&jobListingId=3407169664"
"MD-FAMILY MEDICINE-CDS - KC FAMILY PRACTICE","Presbyterian Healthcare Services","NM","Albuquerque","","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2323&ao=213249&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_23748cf3&cb=1573025715893&jobListingId=3387972080"
"RN - FAMILY BIRTH CENTER","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2324&ao=775784&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_90f83703&cb=1573025715893&jobListingId=3387972119"
"RN - OPERATING ROOM","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2325&ao=775784&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_26062d06&cb=1573025715894&jobListingId=3289499030"
"RN- ADULT PROGRESSIVE CARE RUST MEDICAL CENTER","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2326&ao=775784&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_87e277c3&cb=1573025715896&jobListingId=3347983469"
"RN PRN - PROGRESSIVE CARE SANTA FE MEDICAL CENTER","Presbyterian Healthcare Services","NM","Santa Fe","$21-$36","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2327&ao=775782&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3e17ec2c&cb=1573025715897&jobListingId=3347983471"
"RN - RECOVERY ROOM - RUST MEDICAL CENTER","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2328&ao=775784&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ec1ced20&cb=1573025715898&jobListingId=3347983468"
"RN PRN - ADULT PROGRESSIVE CARE - RUST MEDICAL CENTER","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2329&ao=775784&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_997ac9e7&cb=1573025715899&jobListingId=3379138569"
"RN PART-TIME - I C U","Presbyterian Healthcare Services","NM","Santa Fe","$19-$31","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2330&ao=775782&s=58&guid=0000016e3fa390a0b8ca20d49a4f7fc8&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_af98812b&cb=1573025715900&jobListingId=3379138244"
"Finance Analyst","Kraft Heinz Company","IL","Chicago","$48k-$70k","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=2401&ao=436511&s=149&guid=0000016e3fa39c2a8c27b844eb90eef7&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8ecefcb3&cb=1573025718890&jobListingId=3380992514"
"Credit Underwriter, Inventory Finance","De Lage Landen","IA","Des Moines","$40k-$63k","Des Moines, IA","https://www.glassdoor.com/partner/jobListing.htm?pos=2402&ao=742247&s=149&guid=0000016e3fa39c2a8c27b844eb90eef7&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_32c9ebe7&cb=1573025718891&jobListingId=3397801210"
"MD-URGENT CARE-CDS - URGENT CARE PROVIDER CENTER","Presbyterian Healthcare Services","NM","Albuquerque","$185k-$306k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2401&ao=213249&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_dd363fd2&cb=1573025718892&jobListingId=3390736505"
"RN PRN - EMERGENCY DEPARTMENT - SFMC","Presbyterian Healthcare Services","NM","Santa Fe","$21-$36","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2402&ao=775782&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0598e1f3&cb=1573025718894&jobListingId=3269322289"
"MD-PSYCHIATRY/CHILD HOSPITALST - KASEMAN BEHAV MED C&A","Presbyterian Healthcare Services","NM","Albuquerque","$212k-$298k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2403&ao=213249&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_65122893&cb=1573025718895&jobListingId=3395610962"
"RN - GI LAB - WESTSIDE","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2404&ao=775784&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_20004e1d&cb=1573025718896&jobListingId=3171468396"
"RN - HOSPICE","Presbyterian Healthcare Services","NM","Santa Fe","$19-$33","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2405&ao=775782&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_a2015abe&cb=1573025718897&jobListingId=3189272171"
"RN - TRANSITION TO PRACTICE NURSE RESIDENT PROGRAM","Presbyterian Healthcare Services","NM","Albuquerque","$21-$35","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2406&ao=179377&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e69b022f&cb=1573025718898&jobListingId=3171468761"
"MD- PSYCHIATRIST - FULL TIME (1 FTE) - DAYS","Presbyterian Healthcare Services","NM","Albuquerque","$212k-$298k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2407&ao=213249&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f8ba3037&cb=1573025718899&jobListingId=3395234195"
"MD- PSYCHIATRY CHILD/ADOL - KASEMAN BEHAV MED C&A","Presbyterian Healthcare Services","NM","Albuquerque","$212k-$298k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2408&ao=213249&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_52cf99ad&cb=1573025718900&jobListingId=3395234192"
"MD-PSYCHIATRY ADULT - KASEMAN BEHAV MED","Presbyterian Healthcare Services","NM","Albuquerque","$212k-$298k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2409&ao=213249&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f2cc419e&cb=1573025718901&jobListingId=3171462060"
"RN - LABOR & DELIVERY - SANTA FE MEDICAL CENTER","Presbyterian Healthcare Services","NM","Santa Fe","$21-$36","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2410&ao=775782&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0c307ac1&cb=1573025718902&jobListingId=3171469612"
"MD-PSYCHIATRIST-CDS - INTEGRATED SUD PROGRAM","Presbyterian Healthcare Services","NM","Albuquerque","$212k-$298k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2411&ao=213249&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_c0b21abe&cb=1573025718903&jobListingId=3171466952"
"RN-EMERGENCY ROOM","Presbyterian Healthcare Services","NM","Espanola","$21-$36","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2412&ao=775788&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f942e77a&cb=1573025718904&jobListingId=3394765408"
"RN - GENERAL SURGICAL UNIT","Presbyterian Healthcare Services","NM","Albuquerque","$23-$40","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2413&ao=179377&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d5621fc8&cb=1573025718905&jobListingId=3194818442"
"Registered Nurse- Dialysis Full Time Days $5k Sign On Bonus","AdventHealth Tampa","FL","Tampa","$22-$35","Tampa, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=2414&ao=301657&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_5980b2a4&cb=1573025718906&jobListingId=3336902605"
"RN- HOME HEALTH CASE MANAGER - HHC SKILLED NURSING","Presbyterian Healthcare Services","NM","Tucumcari","","Tucumcari, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2415&ao=775787&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d72bfd55&cb=1573025718907&jobListingId=3299884220"
"RN OUTPATIENT TEAM NURSE - OB/GYN","Presbyterian Healthcare Services","NM","Santa Fe","$21-$36","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2416&ao=775782&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d115f750&cb=1573025718908&jobListingId=3357989326"
"RN-MED/SURG/PEDS","Presbyterian Healthcare Services","NM","Espanola","$21-$36","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2417&ao=775788&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3cfe64e7&cb=1573025718909&jobListingId=3374396592"
"RN - INPATIENT CARE","Presbyterian Healthcare Services","NM","Tucumcari","","Tucumcari, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2418&ao=775787&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_58919475&cb=1573025718910&jobListingId=3342941309"
"RN-FAMILY BIRTH-SGH - FAMILY BIRTH CENTER","Presbyterian Healthcare Services","NM","Socorro","","Socorro, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2419&ao=775786&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_45e109fb&cb=1573025718911&jobListingId=3372862190"
"RN-OR-SGH - OPERATING ROOM","Presbyterian Healthcare Services","NM","Socorro","","Socorro, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2420&ao=775786&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ded2d261&cb=1573025718912&jobListingId=3378038979"
"RN-L&D WOMENS CARE","Presbyterian Healthcare Services","NM","Espanola","$21-$36","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2421&ao=775788&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b21d7dda&cb=1573025718913&jobListingId=3407169686"
"RN PRN HOSP-LCMC - OPERATING ROOM","Presbyterian Healthcare Services","NM","Ruidoso","$21-$36","Ruidoso, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2422&ao=775785&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0b906e7d&cb=1573025718914&jobListingId=3199890485"
"RN PRN HOSP-LCMC - INFUSION CENTER","Presbyterian Healthcare Services","NM","Ruidoso","$21-$36","Ruidoso, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2423&ao=775785&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_87782e0f&cb=1573025718915&jobListingId=3199890473"
"RN-OUTPT - PEDIATRIC CLINIC","Presbyterian Healthcare Services","NM","Espanola","$21-$36","Espanola, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2424&ao=775788&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_85a6f15f&cb=1573025718916&jobListingId=3267084533"
"CHARGE RN-FAMILY BIRTH-SGH - FAMILY BIRTH CENTER","Presbyterian Healthcare Services","NM","Socorro","","Socorro, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2425&ao=775786&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_4ce6ffcd&cb=1573025718917&jobListingId=3233747909"
"RN- HOME HEALTH","Presbyterian Healthcare Services","NM","Albuquerque","$22-$37","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=179377&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_32fd2cea&cb=1573025718925&jobListingId=3291796517"
"RN PRN","Presbyterian Healthcare Services","NM","Clovis","$19-$34","Clovis, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2427&ao=775781&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_4b3808fb&cb=1573025718926&jobListingId=3207478852"
"RN - RECOVERY ROOM","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2428&ao=775784&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ac212e88&cb=1573025718927&jobListingId=3171458273"
"RN - ICU","Presbyterian Healthcare Services","NM","Santa Fe","$19-$33","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2429&ao=775782&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_fb46f53e&cb=1573025718928&jobListingId=3335926745"
"RN - SURGICAL ORTHOPEDIC UNIT","Presbyterian Healthcare Services","NM","Albuquerque","$23-$40","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2430&ao=179377&s=58&guid=0000016e3fa39c2a980c8cce6ac194a9&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_4e2e82a0&cb=1573025718929&jobListingId=3377807706"
"Finance Business Partner","Blackbaud","SC","Charleston","$56k-$94k","Charleston, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=715770&s=149&guid=0000016e3fa3a9b6806c3c7d1f76d077&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_65beadf6&cb=1573025722528&jobListingId=3382796009"
"Finance Manager Planning & Forecasting","Verizon","NJ","Basking Ridge","$96k-$129k","Basking Ridge, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=784411&s=149&guid=0000016e3fa3a9b6806c3c7d1f76d077&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e064ca95&cb=1573025722529&jobListingId=3397912214"
"RN PART-TIME - EMERGENCY ROOM SANTA FE MEDICAL CENTER","Presbyterian Healthcare Services","NM","Santa Fe","$21-$36","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=775782&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e8750920&cb=1573025722530&jobListingId=3318968451"
"RN - PROGRESSIVE CARE - SANTA FE MEDICAL CENTER","Presbyterian Healthcare Services","NM","Santa Fe","$21-$36","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=775782&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_53e26b60&cb=1573025722532&jobListingId=3404304938"
"RN - INPATIENT (MED/SURG/TELE) RUST MEDICAL CENTER - relocation to Albuquerque","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2503&ao=775784&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_6318c4bd&cb=1573025722533&jobListingId=3343474316"
"RN PART-TIME - I C U - SANTA FE MEDICAL CENTER","Presbyterian Healthcare Services","NM","Santa Fe","$19-$31","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2504&ao=775782&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_eba5e2e7&cb=1573025722534&jobListingId=3378357012"
"RN - MEDICAL SPECIALTY UNIT - ONCOLOGY - NIGHT SHIFT","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2505&ao=775784&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_de62ce41&cb=1573025722535&jobListingId=3401443492"
"RN PART-TIME - ICU RUST MEDICAL CENTER","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2506&ao=775784&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e4a8ca8c&cb=1573025722536&jobListingId=3407169656"
"RN - ICU RUST MEDICAL CENTER","Presbyterian Healthcare Services","NM","Rio Rancho","$23-$40","Rio Rancho, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2507&ao=775784&s=58&guid=0000016e3fa3a9b68c44a58543524b6f&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f3c16641&cb=1573025722537&jobListingId=3407169660"
